TIC_ID,dist,dist_e,Gmag0,Gmag0_e,BmV0,BmV0_e,VmG0,VmG0_e,GmT0,GmT0_e,EBV,EBV_e,blend,blend_e,TIC_Gmag,TIC_Teff,TIC_Teff_e,TIC_rad,TIC_rad_e,TIC_mass,TIC_mass_e,flags
230752185,889.852,36.823,10.98420648,0.057678364824102,0.413171500000001,0.1321617650235477,-0.1934748299999998,0.0820079661865998,0.1136331899999985,0.0130565661732754,0.0978285,0.0112306848,0.1382996028464956,0.1302725619481917,11.2503,8005.0,139.743,2.58706,0.128465,1.93,0.294319,[]
386210336,819.905,40.1345,9.63311632,0.087899001843434,-0.1546190000000002,0.0830475563340216,0.0197647799999995,0.1117268497329536,-0.11098854,0.0237704648043063,0.132619,0.02121195,0.0791350497033633,0.0680368569645744,9.99384,12052.0,139.0,,,,,[]
348918889,1812.04,106.815,11.18799536,0.1925444899629598,-0.1622369999999992,0.2870292059587142,-0.1905300599999996,0.1877895986423369,-0.102936420000001,0.0619417841551325,0.228237,0.0570152,0.1746256555412284,0.2270819546675812,11.8088,11687.0,,3.00895,,3.1,,[]
745751393,5011.17,2324.08,9.32784832,0.4078597055593058,,,,,-0.35901254,0.1420876288000644,0.470019,0.1225105,0.1421456156691151,0.1298013343725596,10.6063,,,,,,,"['DISPOSITION=DUPLICATE', 'DROP_GAIA_VMAG']"
268599292,6645.11,1526.81,8.810556239999999,0.0913733308310598,-0.296732999999999,0.101670240001265,-0.0270285399999997,0.0962106390917865,-0.2825137800000006,0.0062012596609077,0.182733,1.948499e-05,0.0541751129681481,0.0478133199048193,9.30759,,,,,,,[]
385040765,403.581,7.0755,9.40649464,0.1461712402286594,0.1504870000000004,0.1325932249863186,0.0785150599999989,0.1583465141272456,0.1790914200000009,0.0380664300679982,0.204513,0.03840015,0.4041502661580495,0.0110959931271061,9.96277,7481.0,238.362,2.72248,0.10002,1.72,0.297438,[]
116066534,2011.26,304.37,10.06502608,0.3031544744154597,-0.2618360000000005,0.3825115742589529,-0.1226176799999997,0.2947017667201878,-0.2741517600000012,0.0769871299970847,0.480836,0.06789175,0.101100615197368,0.0999926949925847,11.3729,,,,,,,[]
421924260,2290.97,246.25,10.93607104,0.2279811115244677,-0.1190179999999988,0.3625934240788193,-0.0340268400000005,0.2449038172038157,0.1063481199999999,0.0417983849615102,0.399018,0.04056045,0.3013374115480725,0.2587461909459482,12.0214,8067.0,122.0,6.72409,,,,[]
406526198,866.275,22.1645,9.598092,0.1575276100237984,-0.1400250000000011,0.1789471948641892,0.0326305000000011,0.1656311888662579,0.0038634999999995,0.0107022048762799,0.312025,0.00801239,0.1173601366374441,0.0928570444558918,10.4468,9204.0,161.391,3.89706,0.139733,2.33,0.308185,[]
206690179,270.06,2.8305,9.836907552,0.0158514388965389,0.5809991000000002,0.0758539102303592,0.1422896579999995,0.0438441078048407,0.394789406,0.0076853938264431,0.0180009,0.00477573,0.0099503526837072,0.0008021231743151,9.88587,6007.0,132.34,2.30683,0.111226,1.11,0.142707,[]
343878759,2939.99,280.885,9.84744816,0.3409052125489952,,,,,-0.1031780200000002,0.067139092189874,0.592997,0.061853,0.2855339121304058,0.1949362911827024,11.4604,11697.0,154.0,,,,,"['DISPOSITION=DUPLICATE', 'DROP_GAIA_VMAG']"
283952760,1657.39,103.305,9.203368,0.5143730704576032,0.8168999999999997,0.5003933225895905,0.2035220000000006,0.517044006124237,0.3385540000000003,0.0506064852415587,0.9881,0.0526315,0.3095941512104626,0.3374106968352102,11.891,6373.0,122.0,16.7616,,,,[]
252588526,347.113,3.568,9.064193664,0.073493161380922,0.1311961999999986,0.0655264049068198,0.0095145560000001,0.1002557983740092,0.0846894920000005,0.0145485036462492,0.0988038,0.02000405,0.1347133551768396,0.103835027816768,9.33294,8254.0,191.094,2.32785,0.0745478,2.028,0.31393,[]
93954467,785.405,27.917,10.574182,0.0252313072276588,0.181287500000001,0.1000725558415238,-0.0007907500000004,0.0540610115523424,0.1404897499999993,0.0090848569223103,0.0347125,0.00672882,0.1241501592160662,0.1166648963580494,10.6686,7785.0,134.693,2.88531,0.13344,1.84,0.29991,[]
50124982,2854.03,637.845,9.3767824,0.3559515366030095,-0.3943299999999997,0.3472678077713546,0.034094599999999,0.3477192054661347,-0.1642777999999991,0.0705086558991793,0.62133,0.06387635,0.2830035461647104,0.2995742609582623,11.0668,14680.0,145.0,,,,,[]
370269453,446.532,11.4305,8.51170704,0.131604135645729,-0.0459679999999996,0.074049491752746,-0.0229078399999994,0.1399293395968122,-0.0508888800000014,0.0299954800289827,0.102968,0.0445278,0.0297518014123315,0.0403636269303874,8.79178,10107.0,690.266,2.96428,0.131478,2.593,0.427269,[]
313803339,4287.04,598.39,8.42213576,0.306789243410188,-0.1691670000000008,0.2883664152086932,-0.0608534599999997,0.3081188992925458,-0.0425002199999999,0.0526891632897697,0.552167,0.04918425,0.137383029280688,0.0737227288246027,9.92403,9952.0,125.0,30.1691,,,,[]
299382818,315.643,315.643,6.591669999999999,2.7655741121409134,-0.7160000000000011,1.1189432514654174,-0.2626699999999992,0.7937311696941226,-0.3757300000000007,0.6600274007524234,1.0,1.0,0.044392731105864,0.0507732366657889,9.31167,8816.0,,2.25122,,,,['GUESS_EBV']
261620164,833.58,32.928,9.63734864,0.1083653518948487,-0.2074380000000001,0.1254129743230838,0.1434935599999996,0.1281397173479011,-0.048569079999999,0.02134207066782,0.188438,0.01967725,0.157341336784545,0.199682959504943,10.1499,10062.0,337.903,3.31102,0.150015,2.58,0.337696,[]
451129217,2544.52,229.225,9.10690176,0.1478455196536783,-0.0452420000000001,0.1519153328295155,-0.0242519600000005,0.1626949016318581,-0.0043397200000001,0.0212806248375184,0.276242,0.01938705,0.5842242370676823,0.1897984074035291,9.85828,9323.0,124.0,14.1243,,,,[]
336092231,702.908,702.908,9.7271,2.765574102598591,-0.1560000000000005,1.13712796113718,-0.1991000000000006,0.7990394964981393,-0.1285999999999986,0.6600273607692336,1.0,1.0,0.3153402201211652,0.3896732892945644,12.4471,7756.0,,1.96273,,,,['GUESS_EBV']
247560986,2508.17,355.695,9.432668,0.1222516344166467,-0.2234749999999996,0.1437287930814577,0.0146594999999997,0.137352722980835,-0.1205335000000003,0.0162606440800396,0.232475,0.01392155,0.1120460952173881,0.0662468588447588,10.065,12478.0,139.0,,,,,[]
177991623,634.066,50.1935,7.33494664,0.1096290278620849,-0.027413,0.1149462408947856,-0.0165269399999993,0.1256894967419712,0.0154774199999996,0.0114041206370644,0.213413,0.00923911,0.0019626577219094,0.0027403830077389,7.91543,9043.0,128.0,8.2789,,,,[]
178436848,564.09,16.752,10.284511648,0.0860836587149002,-0.1017016,0.0984986897996618,0.0604133919999999,0.1108708856537188,0.0274969439999992,0.0200570287662284,0.0697016,0.0289381,0.1212171660720985,0.0988206771937429,10.4741,8882.0,326.327,1.93944,0.080005,2.237,0.313538,[]
444446485,552.174,19.719,10.4211088,0.0846760302484606,0.1004149999999993,0.1112232979634213,-0.0164223000000001,0.1097040476931001,0.0843139000000005,0.0162166861039028,0.115585,0.0227519,0.3046748146235585,0.0463133992899497,10.7355,8258.0,218.225,1.98133,0.0892463,2.029,0.320872,[]
178739533,1545.69,283.09,10.554916688,0.0459856316806199,-0.2345821000000002,0.1102143636610265,0.1357788020000002,0.0778204781796057,-0.128484186000001,0.0161217090700039,0.0555821,0.01344855,0.1835218391025607,0.1762954398343231,10.7061,12824.0,303.0,,,,,[]
325239442,676.03,10.4735,9.39609904,0.39907663487665,-0.4539930000000012,0.4959673010120248,-0.1276773399999988,0.4036598173874258,-0.2359553800000012,0.0135305976693244,0.795993,0.01078655,0.15943830527634,0.1149889792115981,11.5612,,,,,,,[]
347268123,1037.52,52.743,11.15035376,0.0245435116611314,-0.0208919999999999,0.1420268533676026,0.0662810399999993,0.0528840010305574,0.0016512799999998,0.0086677426444541,0.036892,0.00594745,0.1176834607795781,0.1378662273382529,11.2507,9237.0,142.424,2.27361,0.140126,2.34,0.30068,[]
272822324,380.524,4.3485,11.763291952,0.0605415248919417,,,,,0.3654951059999987,0.0147130562106564,0.0498559,0.0202834,0.8659550075525448,0.0095261577917433,11.8989,6198.0,156.994,1.25335,0.0597613,1.189,0.177897,['DROP_GAIA_VMAG']
332572228,1463.49,111.37,10.735624799999998,0.1234730277472989,-0.0641599999999999,0.2282831573734067,0.0851792,0.1382909294060894,0.1278743999999997,0.0145618950066902,0.23716,0.01264846,0.3323301456326255,0.376699257206418,11.3807,7887.0,154.779,4.88308,0.400171,1.88,0.304983,[]
272822330,599.004,10.503,9.752407248,0.1213062477156194,0.3084658999999998,0.0870472694247499,0.0187370420000005,0.1335023550530195,0.1978274939999988,0.0411013390622647,0.0925341,0.04122605,0.2282308389374491,0.0504445790035824,10.0041,7340.0,256.56,3.56787,0.13405,1.67,0.294347,[]
352770261,838.245,19.5865,8.20724568,0.3785579241174253,0.1103439999999991,0.2783536636289925,0.0481207200000004,0.3216888510346605,0.1272570400000005,0.1050862053890272,0.506656,0.103419952,0.0659088216545777,0.0239084045750621,9.58535,7893.0,122.0,8.95139,,,,[]
318529407,,,12.582,2.7655744429315225,-0.100999999999999,1.1434657843591125,0.091,0.8145495684094369,0.063699999999999,0.6600306351950643,1.0,1.0,0.6219075747750912,0.393187774064047,15.302,,,,,,,['GUESS_EBV']
385040767,321.665,5.0605,9.91155872,0.1549443245409906,0.4210510000000012,0.1549968139855542,0.10269938,0.1616995720193779,0.2854936599999996,0.0443161303559555,0.188949,0.04515065,0.6137944354539844,0.011298052874686,10.4255,6721.0,251.365,2.10997,0.0948318,1.43,0.261251,[]
154348089,845.372,18.368,9.6986544,0.0488048126222214,0.3110200000000003,0.0712372598087377,0.0995075999999994,0.069267172058631,0.2913532000000001,0.0093735393129324,0.08898,0.00737476,0.1088501044135951,0.1271338853247896,9.94068,6682.0,122.0,6.18809,,,,[]
251462080,2184.36,189.715,8.28413472,0.4932688841096327,-0.1495239999999998,0.492603552446143,0.1530408799999986,0.4812842850675679,-0.0593658399999993,0.0784567866925273,0.902524,0.0732316,0.0584128027231511,0.0495204042833923,10.739,10268.0,125.0,15.8263,,,,[]
252099218,925.812,38.5495,9.803496,0.140327960451062,0.0643000000000009,0.131496850891913,0.0488339999999989,0.1562167090422788,0.0847380000000006,0.0320115300583999,0.2257,0.0306643,0.1622962709196922,0.2089375919446674,10.4174,8254.0,253.57,4.4172,0.228163,2.03,0.317823,[]
334074735,389.908,6.7775,7.588292239999999,0.3363724253874613,-0.1450580000000001,0.1393340001683017,-0.0300720399999999,0.2239264210784426,-0.1279082800000002,0.080441140423814,0.126058,0.121475548,0.0478064994889551,0.0057078044765894,7.93117,12797.0,161.0,,,,,[]
153043302,1728.52,147.395,10.841390768,0.0460525165002703,0.0147319000000002,0.1100178575587713,-0.0136218780000002,0.0667244041217491,-0.0869169459999998,0.0094670919447303,0.0842681,0.00683014,0.1805101260063731,0.1548192778770346,11.0706,10997.0,247.807,3.58674,0.285226,2.87,0.376314,[]
34628940,676.857,22.528,7.921792720000001,0.100631233225716,-0.2488739999999994,0.1044327803044964,-0.0514021200000003,0.1119609547922846,-0.1693668399999997,0.0076641451180297,0.199874,0.004336085,0.014088114512338,0.0097347541565743,8.46545,14988.0,122.0,,,,,[]
468721314,422.267,7.127,8.7759812,0.2760387296110477,0.0060849999999989,0.1946489809453417,-0.0649176999999991,0.2439544626180263,0.0288861,0.0529432189737121,0.341915,0.0796791,0.0047588206646619,0.0063859393948237,9.70599,8865.0,805.951,2.91532,0.108513,2.231,0.409573,[]
11453880,414.208,8.7315,10.36143296,0.413806614261242,,,,,0.5085763799999996,0.0934432301056855,0.307157,0.1412685,0.2755849259717441,0.0098039838390721,11.1969,,,,,,,"['DISPOSITION=DUPLICATE', 'DROP_GAIA_VMAG']"
316668953,4204.59,514.75,9.87029504,0.397315711909652,-0.2328179999999994,0.3978782748655674,-0.1017308400000005,0.4092161839969187,-0.1603798799999997,0.0313608102272948,0.779818,0.028073,0.2252620794926766,0.1991776179149006,11.9914,14453.0,157.0,,,,,[]
261617730,703.01,20.5515,10.62096864,0.1121211327606359,-0.0393130000000006,0.1965188240919238,-0.0033389399999991,0.1321119011605313,-0.04364658,0.0225536955128183,0.194313,0.02057335,0.1112388592526158,0.1141450447806371,11.1495,9972.0,334.853,1.79331,0.069015,2.55,0.350103,[]
5619059,494.531,7.093,10.28580448,0.0995630042241343,0.400009000000001,0.1381165195859047,-0.1368765800000011,0.1144487887277536,0.1911459400000014,0.0095992896386336,0.190991,0.01033356,0.0415772423332823,0.0451635918446031,10.8053,7390.0,140.042,2.27508,0.0847437,1.68,0.283539,[]
231187592,309.237,3.939,9.618239552,0.0738442221029822,0.3427240999999995,0.0672830759866476,0.0880051580000006,0.1017268129855767,0.256937906,0.0179618989680991,0.0492759,0.02559265,0.1517766879609634,0.1748183260637409,9.75227,6917.0,171.215,2.19513,0.0876682,1.508,0.25629,[]
118305806,1213.37,40.305,10.9436816,0.0784356874305956,-0.0048449999999987,0.2215438613409338,0.2210988999999995,0.0978194747238503,0.0984822999999993,0.0091556256881412,0.146845,0.01013997,0.140626169013347,0.1333923840058406,11.3431,8134.0,137.156,3.50349,0.155619,1.98,0.283204,[]
192876875,2910.07,398.635,10.8232184,0.1244743019424294,-0.0507800000000003,0.2114784189623376,-0.3269363999999993,0.1362971181683604,-0.1119948000000002,0.0117571238410776,0.24378,0.0092709,0.0746555704565559,0.0887455525399951,11.4863,12096.0,153.0,,,,,[]
58107375,219.45,4.0585,7.420912384,0.0368775883786616,0.1178096999999993,0.0440911300728176,0.0185976860000004,0.0764476282661699,0.0605144019999995,0.0102395818178254,0.0291903,0.012450275,0.0032273499494959,0.0045122512167088,7.50031,8493.0,172.29,3.00527,0.103467,2.112,0.312845,[]
375977934,814.998,19.9495,8.379594079999999,0.3056939924316258,-0.0894359999999995,0.3099157399958253,-0.017045679999999,0.3132567448084717,0.0030522399999985,0.022141951733045,0.601436,0.0201854,0.1098465727668466,0.140285339655506,10.0155,9216.0,133.0,6.41513,,,,[]
372116736,813.511,22.826,10.95227072,0.1885929073762126,0.1400259999999994,0.3910432299600678,-0.1856901199999988,0.2024393209556878,0.1176171599999999,0.0292099747596475,0.344974,0.02803645,0.3774297537154784,0.2937078671087822,11.8906,7973.0,222.068,2.41501,0.0930907,1.92,0.308396,[]
172169048,443.351,9.721,10.033819648,0.0501594083331174,0.2141983999999997,0.0798289543135774,-0.0963046079999998,0.0711674642349999,0.1430709439999994,0.0099631135074814,0.0908016,0.007837685,0.0444366551190966,0.0428316910698394,10.2808,7763.0,139.692,2.09883,0.0773365,1.83,0.296494,[]
464162013,2075.0,273.355,10.9896352,0.1589897981865954,-0.1163400000000006,0.3979054756504395,0.1936107999999995,0.1762217058594088,-0.1257443999999997,0.0279170136130935,0.28734,0.02503395,0.3894652070782445,0.2373888823582267,11.7712,12706.0,131.0,,,,,[]
448860246,395.682,5.4875,8.420322400000002,0.0588988565390094,-0.0322050000000008,0.0666754753154517,-0.0033579000000006,0.0863230122287794,-0.0362152999999998,0.0090425529358771,0.104205,0.0100969551,0.0473160855564486,0.0329383173671894,8.70376,9839.0,192.366,2.82379,0.07799,2.51,0.33856,[]
255532033,492.805,492.805,7.996699999999999,2.765574102229228,-0.6109999999999989,1.1274417945064836,-0.0987000000000001,0.7937884572863225,-0.285,0.6600273592215704,1.0,1.0,0.1109610571908524,0.1112381709608861,10.7167,8685.0,,2.22497,,,,['GUESS_EBV']
459642208,3219.43,427.19,9.16476688,0.2164581740863172,-0.2648209999999996,0.2084546966818929,-0.0778119800000004,0.2257590198314344,-0.1988418600000004,0.0404615999767464,0.385821,0.0360957,0.2126766524907034,0.2066086636462119,10.2142,,,,,,,[]
312344969,678.553,30.549,10.53770752,0.1074912805519055,0.0575909999999993,0.1218624625036766,0.0191245800000006,0.1274459083111341,-0.0121099400000003,0.0217127666824077,0.129409,0.0315561,0.7601461585592199,0.004511109332314,10.8897,9442.0,418.997,1.91852,0.0944146,2.401,0.345669,[]
51863829,350.967,3.0085,8.180329519999999,0.1057788067748141,0.5184410000000008,0.1076452333861059,0.1955375800000001,0.1193089794996587,0.4082210599999994,0.0110512114520292,0.204559,0.009919685,0.011735421949324,0.0161857867969112,8.73673,5920.0,122.0,6.62841,,,,[]
444446481,1082.8,33.5,10.5838,0.2568930249737683,,,-0.5044875,0.3729932150351397,-0.0205625000000013,0.0396298531205056,0.473125,0.03682355,0.7556097659345588,0.0167369752770621,11.8707,9576.0,499.755,2.94627,0.121427,2.44,0.34001,[]
469289800,2008.72,131.285,11.940542336,0.0394490572675249,,,0.0607044439999997,0.0830379785677011,0.0938235079999997,0.00968057962749,0.0531462,0.0107186,0.6035945195624638,0.1489648400563246,12.0851,8174.0,143.654,3.63575,0.262764,2.0,0.297524,[]
191457397,1178.85,46.23,10.23146896,0.1304464938458788,0.0608930000000005,0.165353437304014,-0.1820006599999998,0.1436763101114794,-0.0341906200000008,0.0113559208711001,0.252107,0.01233995,0.0593506133607577,0.0557277628874349,10.9172,9805.0,224.014,3.66878,0.164668,2.5,0.337845,[]
144759130,1759.34,97.9,10.59521136,0.2295783261331484,-0.301437,0.2359251025456013,-0.0830660600000001,0.2432669435871836,-0.1954884199999998,0.0133374258286195,0.455437,0.01072095,0.1267651355991809,0.1064561795071558,11.834,,,,,,,[]
28509532,599.529,14.272,9.755130592,0.0509089017469078,0.030456099999999,0.0874278029337773,0.1455833180000008,0.0752829862638465,0.0990110259999992,0.0089423405474879,0.0865439,0.00985693,0.1877807257842071,0.1368931452787274,9.99053,8129.0,142.223,2.99476,0.119405,1.98,0.29812,[]
177635952,139.907,1.8875,7.798768752,0.0405009247034508,,,,,0.1777580059999996,0.0092352575374411,0.0567909,0.0106162,0.848450217649085,0.0001603723649452,7.95324,7491.0,145.182,,,,,"['DISPOSITION=DUPLICATE', 'DROP_GAIA_VMAG']"
410737687,,,8.3569,2.765574115036696,-0.5449999999999999,1.1348149628904265,-0.0448999999999993,0.7938319631767167,-0.1359999999999991,0.6600274128860104,1.0,1.0,0.1422430515383266,0.0261467933025429,11.0769,8462.0,226.0,2.17488,1.4644,,,['GUESS_EBV']
352835929,803.258,16.9935,9.39081536,0.1939694762902815,0.0825130000000005,0.2046334370740825,-0.0681250600000006,0.206045819584504,0.0647985799999998,0.0245134955084844,0.368487,0.02229745,0.0837401619878672,0.0581566448116109,10.3931,8447.0,232.468,4.47651,0.161855,2.1,0.314952,[]
391085159,1729.51,329.455,10.329468,0.2049681881386678,0.0500249999999994,0.375239124257506,0.1956094999999998,0.2175561039852709,0.0531164999999992,0.0248438626153729,0.389975,0.0232223,0.1214219815101344,0.1320804582296603,11.3902,8575.0,123.0,6.11806,,,,[]
305454334,2808.48,246.45,9.69855696,0.1170488669552708,-0.3328319999999986,0.1441784453884231,0.2424638399999996,0.1347419444159835,-0.1021891199999999,0.0194206497248665,0.214832,0.01709465,0.2509669223083218,0.1642814590692232,10.2829,11652.0,132.0,9.28564,,,,[]
275586333,628.606,13.6535,9.3894248,0.3490933543205117,-0.0229099999999983,0.3773398583341316,0.0087542,0.3536488367095246,0.2007993999999986,0.0443206793860198,0.66091,0.04137465,0.0197439162779015,0.0178876466456008,11.1871,7318.0,263.644,4.45001,0.177849,1.66,0.296174,[]
265264591,1322.11,69.945,11.1128792,0.1150993028701007,0.1769850000000008,0.3649597762453727,0.1451742999999988,0.1325439164211243,0.1449501000000003,0.0142832580313554,0.219015,0.01302865,0.1838730653212663,0.2004240736896341,11.7086,7748.0,148.592,3.8209,0.238965,1.83,0.304118,[]
283539216,1609.92,168.35,10.21197616,0.3253698985699375,-0.0169719999999994,0.571562107254181,0.12761064,0.3369887526491055,0.0560184799999988,0.0350640063503459,0.624972,0.0333278,0.3805250987596267,0.2152006127944845,11.9119,8542.0,124.0,6.04704,,,,[]
52780582,335.083,4.6415,7.436838079999999,0.1247850112150454,-0.3129860000000001,0.1280949638427507,-0.0586946799999991,0.1326237540902835,-0.2450507600000012,0.0070255261531519,0.248986,0.003132525,0.0040781215207404,0.0046010487576703,8.11408,,,,,,,[]
420388688,933.507,26.875,9.55302384,0.138616252557832,-0.0117779999999993,0.150218690274724,-0.0817356400000004,0.1529028262623029,-0.0239934799999999,0.0181463565828893,0.263778,0.0156826843,0.1438009137813098,0.1195988641874519,10.2705,9631.0,265.731,4.0553,0.153015,2.45,0.341541,[]
422252716,418.027,5.2645,10.70070112,0.1882649627656309,0.3158459999999995,0.2463391911648652,0.3224214800000003,0.1809558630301875,0.3559583600000003,0.0388719820298046,0.204154,0.0581574,0.2856006392338022,0.3004163817329219,11.256,6260.0,282.632,2.20074,0.103749,1.218,0.204138,[]
78379048,445.987,7.4245,9.901722992,0.0643971029244788,-0.1002489000000011,0.0644397205900599,-0.1944945819999997,0.0938043677650593,-0.0049642739999987,0.0144520997158696,0.0702489,0.01984315,0.5656840004390217,0.3977693900727595,10.0928,9333.0,265.462,1.7147,0.0541608,2.369,0.341063,[]
374211609,1043.23,33.21,9.57711536,0.1998016584364335,-0.1669869999999997,0.2114825759257958,-0.0771750599999994,0.2098068988171027,-0.0497514200000004,0.01697194453324,0.390987,0.0151714,0.3104048032162786,0.4220870753914021,10.6406,10085.0,272.253,4.24872,0.161387,2.59,0.332817,[]
343626774,1508.89,38.965,12.31690144,0.2276362190116095,0.298052,0.2581901218795941,0.0890597599999996,0.2605689376249595,0.2827143200000013,0.0116106558773821,0.451948,0.0100940755,0.4713485216298025,0.2458577053544137,13.5462,6740.0,132.788,3.25245,0.159949,1.44,0.231499,[]
147307851,993.341,35.617,10.99074736,0.1068408608728839,-0.2495120000000003,0.2907290748947548,0.3443654400000012,0.1315949989969223,0.1276820799999998,0.0273095169857779,0.163512,0.0252854,0.1853617090789032,0.1540421422814212,11.4355,7889.0,212.214,2.94685,0.131784,1.89,0.306142,[]
670290948,602.528,12.449,11.358436192,0.3493020527345765,,,,,0.4349065760000005,0.1470147516985937,0.0786264,0.127603754,0.5279866807652461,0.135521580850692,11.5723,5747.0,639.956,,,,,"['DISPOSITION=DUPLICATE', 'DROP_GAIA_VMAG']"
408618201,1120.8,1120.8,10.6205,2.76557430300634,-0.0809999999999995,1.1402184001321851,0.0644999999999996,0.8054627399507689,0.0599000000000008,0.6600291171221161,1.0,1.0,0.3346818421220663,0.2319562030605846,13.3405,,,,,,,['GUESS_EBV']
206700235,1701.97,207.94,11.01652432,0.0687423495701951,0.3790309999999999,0.2276697777686812,-0.3312282200000004,0.0929275400527206,-0.052359539999999,0.0142852007998612,0.117969,0.0129752252,0.2831780648397032,0.2128555155886001,11.3374,10134.0,249.997,3.55417,0.440693,2.6,0.342737,[]
367333963,735.871,12.744,9.016594,0.1748299875203261,0.6547000000000003,0.1382900326953826,0.1805759999999992,0.1777913580464472,0.4649520000000011,0.0450052811572473,0.2293,0.0485233,0.0365940391785655,0.0420870485962714,9.64029,5561.0,123.0,10.845,,,,[]
237753600,668.332,19.4395,10.665896752,0.0530152110815848,0.1837340999999995,0.1235254972278699,0.0768789580000001,0.0847352709602235,0.1451845059999991,0.0175312372041725,0.0542659,0.0167437,0.0865477269968415,0.0759259384439885,10.8135,7746.0,167.148,2.37416,0.0998544,1.83,0.295999,[]
323189488,717.36,9.3735,11.56822176,0.2055535611691746,0.4672579999999989,0.2516335820177078,0.1391780400000001,0.2311196591594925,0.4086302799999998,0.0207547962440498,0.393742,0.02173175,0.0544391825632939,0.0454564363894655,12.6392,5917.0,150.411,2.85064,0.137241,1.08,0.136008,[]
293978692,883.598,25.2095,11.292981856,0.0307923477467096,0.489419799999999,0.1642636931863751,-0.3994804759999993,0.0584544174721637,0.1281970679999993,0.0094119475749914,0.0475802,0.00718276,0.1796764184132706,0.1370590557170116,11.4224,7885.0,135.288,2.28196,0.0910653,1.88,0.295837,[]
269511526,1245.55,65.015,10.16019232,0.2334954072297799,-0.1825689999999997,0.2849427067714841,-0.0737562199999997,0.2439020654878715,0.0198444600000003,0.0308284767608708,0.438569,0.0294899,0.1957450289164993,0.1618330330412624,11.3531,8983.0,319.758,4.46614,0.257517,2.27,0.338219,[]
330605074,88.6652,88.6652,9.6213,2.765579256231866,0.1829999999999998,1.122422825854856,-0.0743000000000001,0.799057333675125,0.1437000000000009,0.6600701648309822,1.0,1.0,0.3950779075589986,0.1748947196892054,12.3413,,,,,,,['GUESS_EBV']
188258837,1390.52,53.485,6.369907999999999,0.6313064155681798,-0.301600000000001,0.6287492615677592,0.2520320000000007,0.6338013763199004,0.013264,0.0435374275471609,1.2426,0.04115755,0.0527981830226551,0.0736890202178417,9.74978,9072.0,130.0,28.1866,,,,[]
115866969,425.283,425.283,7.530299999999999,2.7655744237637143,-0.766,1.120630179854175,-0.3022999999999999,0.7937492635435954,-0.4877000000000001,0.6600305548806056,1.0,1.0,0.0035430639555909,0.004912678099394,10.2503,7867.1,,,,,,['GUESS_EBV']
451708707,3232.72,357.945,10.542340159999998,0.242148186449555,-0.4063969999999997,0.4107030762828664,0.1520291399999999,0.2528003906291483,-0.2091020200000008,0.0398004411253465,0.444397,0.0353814,0.4401006463933024,0.2700277528089517,11.7511,,,,,,,[]
265473090,343.131,343.131,6.58804,2.765574107148279,-0.7089999999999996,1.1187180163025892,-0.2830400000000007,0.793731152298434,-0.4166600000000001,0.660027379832837,1.0,1.0,0.0330253413023884,0.0160918130579623,9.30804,,,,,,,['GUESS_EBV']
209558524,711.552,29.1675,7.821115120000001,0.086033119204481,-0.2134540000000004,0.0900486663752496,-0.0364225200000001,0.1008154612795081,-0.1524096399999989,0.0085298417335975,0.169454,0.005486145,0.0468028713770473,0.0345359482923255,8.28203,14001.0,154.0,,,,,[]
126652547,1837.0,183.65,9.79411728,0.2248879244860924,-0.3596260000000015,0.2573583735984707,-0.040957879999999,0.2358222446441387,-0.2733531600000007,0.0282756623905453,0.429626,0.0244685,0.2215666140196588,0.2009385555621491,10.9627,,,,,,,[]
40846302,1317.83,57.725,10.79946144,0.1162466413480479,-0.1859480000000003,0.1910129722131195,0.0117997599999988,0.1352483706075603,-0.0371056799999986,0.0207150952477116,0.208948,0.0187387,0.3117500570807586,0.2856400828461515,11.3678,9855.0,310.483,3.13839,0.154452,2.52,0.336002,[]
274235905,1014.68,82.735,10.37233232,0.0824129606294215,0.2164309999999995,0.1347987216737977,-0.0616962200000002,0.103447215821645,0.0908644600000015,0.0154961752433684,0.146569,0.0138592,0.1801336664351811,0.0477176470606461,10.771,8199.0,158.182,3.76351,0.333814,2.01,0.314443,[]
156261137,2156.46,152.08,11.876945456,0.0262167798415311,-0.1866376999999995,0.2958745144821627,0.2309776740000003,0.062323072584096,0.0102191179999991,0.0086217456667258,0.0416377,0.005856945,0.1890796317084342,0.1760453862498789,11.9902,9114.0,138.441,3.44023,0.262749,2.31,0.308986,[]
190708336,1449.97,97.26,8.526159119999999,0.2452704975230599,-0.4097539999999999,0.2465555688424467,-0.06079652,0.2550178368369554,-0.2636076400000014,0.0270470337646426,0.473754,0.02338665,0.1432868167621086,0.1342999488273371,9.81477,,,,,,,[]
137810570,329.412,3.4745,9.365528192,0.0114734451595396,0.3947860999999983,0.0483407545375793,0.0473087180000009,0.0464474188012907,0.2683688259999991,0.0067353431415315,0.0152139,0.0031564,0.0005926339458945,0.0008138565382865,9.40691,6859.0,118.179,2.67033,0.111884,1.49,0.244156,[]
288671625,401.322,3.054,9.799804816,0.0452153786080842,0.3173878,0.0742156180313315,0.1955973639999997,0.0756551754092871,0.2843859479999996,0.0137981927676136,0.0576122,0.01281275,0.0299013549000507,0.0422372844903798,9.95651,6729.0,129.594,2.76493,0.112229,1.43,0.249052,[]
