102289966	6.252443	1
10602978	2.567892	1
106886673	3.619682	0
110106107	4.246876	1
110602878	5.352446	1
11453880	2.484098	1
115394297	5.067516	1
115866969	2.752400	1
116066534	2.484229	1
1167076020	2.142415	0
118305806	3.679011	1
118798174	7.572833	1
120684604	2.189178	1
124412957	3.411471	1
125689365	3.282863	1
126652547	11.958568	0
127079833	3.177254	1
13083990	7.923621	1
133664118	6.809286	1
137810570	3.841756	1
13951387	3.687155	1
140445422	2.994293	1
144759130	3.669902	1
145863913	3.520979	1
145974291	5.214652	1
147307851	3.517732	1
147380831	2.654077	1
147960368	4.050265	1
148615408	2.848395	1
149411271	6.208291	1
150284425	3.000072	0
151407763	5.148250	1
151467181	5.041221	0
153043302	3.623160	1
154225294	14.605463	1
154348089	26.812522	1
154757644	4.781789	1
154913773	12.520919	1
156175661	2.901085	1
156261137	4.825035	1
156474653	3.475337	1
157424322	4.170802	1
158824564	5.708295	1
165866375	13.749943	1
172169048	17.540237	0
172985206	5.694782	1
174094640	6.282751	1
177635952	2.942524	0
177991623	7.134743	1
178008663	2.754609	1
178436848	3.137320	1
178739533	1.475470	1
180661171	8.923337	0
180731751	2.998834	0
183809408	4.409335	1
184413651	4.260984	1
186260283	3.591579	1
187920824	4.508645	0
187971301	7.277399	1
188258837	5.990855	1
189333345	6.422378	1
190708336	7.530558	1
191457397	4.239358	1
192876875	2.922667	0
194633998	5.218543	1
19971063	13.991297	1
201379626	5.798477	1
202145056	9.713019	1
2021686529	2.164878	1
2021686530	2.164715	1
202956464	3.495779	0
2046878952	2.539823	1
206690179	7.255089	1
206700235	4.729249	1
209558524	3.816635	1
213223576	2.779626	1
21325268	7.041209	1
219707463	4.507298	1
220299224	2.468850	1
230752185	4.817453	1
231187592	3.697527	1
231937440	5.187367	0
232446839	4.725142	1
233841767	12.770504	1
234964382	3.658283	0
235489262	2.724295	1
236881602	3.487308	1
237702040	4.876510	1
237753600	2.068608	1
237957506	2.558648	1
239714064	2.586822	1
240918551	3.817326	1
247560986	5.458223	0
249835273	19.311637	1
251462080	6.229218	0
251972126	3.059816	1
252099218	5.346827	1
252300713	5.826092	1
252588526	4.229240	1
255532033	4.182444	0
255876795	2.810016	1
