0.018654	1.000595	-0.000081	0.000577	0.000099
0.034704	1.000598	-0.000080	0.000578	0.000100
0.038560	1.000599	-0.000079	0.000578	0.000100
0.046790	1.000600	-0.000078	0.000578	0.000100
0.059228	1.000602	-0.000077	0.000579	0.000101
0.067881	1.000604	-0.000076	0.000579	0.000101
0.076016	1.000605	-0.000076	0.000579	0.000102
0.079694	1.000606	-0.000075	0.000580	0.000102
0.084581	1.000607	-0.000075	0.000580	0.000102
0.090061	1.000608	-0.000074	0.000580	0.000102
0.100682	1.000610	-0.000073	0.000580	0.000103
0.111033	1.000612	-0.000072	0.000581	0.000103
0.116774	1.000613	-0.000071	0.000581	0.000104
0.123340	1.000615	-0.000071	0.000581	0.000104
0.129862	1.000616	-0.000070	0.000582	0.000104
0.133416	1.000617	-0.000070	0.000582	0.000105
0.142841	1.000619	-0.000069	0.000582	0.000105
0.149718	1.000620	-0.000068	0.000583	0.000105
0.156638	1.000622	-0.000067	0.000583	0.000106
0.175380	1.000626	-0.000065	0.000584	0.000107
0.188417	1.000629	-0.000064	0.000585	0.000108
0.196625	1.000631	-0.000063	0.000586	0.000108
0.203210	1.000633	-0.000062	0.000586	0.000109
0.211672	1.000635	-0.000061	0.000587	0.000109
0.220144	1.000637	-0.000060	0.000587	0.000110
0.232938	1.000640	-0.000058	0.000588	0.000111
0.247668	1.000644	-0.000056	0.000589	0.000112
0.263640	1.000649	-0.000054	0.000590	0.000113
0.276604	1.000653	-0.000053	0.000591	0.000114
0.288811	1.000656	-0.000051	0.000592	0.000115
0.294767	1.000658	-0.000050	0.000593	0.000115
0.302772	1.000660	-0.000049	0.000594	0.000116
0.308456	1.000662	-0.000048	0.000594	0.000116
0.311803	1.000663	-0.000048	0.000594	0.000117
0.323694	1.000667	-0.000046	0.000595	0.000118
0.331347	1.000669	-0.000045	0.000596	0.000118
0.340374	1.000672	-0.000044	0.000597	0.000119
0.350307	1.000676	-0.000043	0.000598	0.000120
0.359063	1.000679	-0.000041	0.000599	0.000121
0.362076	1.000680	-0.000041	0.000599	0.000121
0.365872	1.000681	-0.000040	0.000600	0.000122
0.371708	1.000683	-0.000039	0.000600	0.000122
0.379793	1.000686	-0.000038	0.000601	0.000123
0.395225	1.000692	-0.000036	0.000603	0.000125
0.402854	1.000695	-0.000035	0.000604	0.000125
0.408870	1.000697	-0.000034	0.000605	0.000126
0.415040	1.000699	-0.000033	0.000606	0.000127
0.434310	1.000707	-0.000030	0.000608	0.000129
0.444241	1.000711	-0.000028	0.000609	0.000130
0.455859	1.000716	-0.000026	0.000611	0.000131
0.467586	1.000721	-0.000024	0.000613	0.000133
0.473736	1.000724	-0.000023	0.000614	0.000134
0.479608	1.000726	-0.000022	0.000615	0.000134
0.485881	1.000729	-0.000021	0.000616	0.000135
0.489533	1.000731	-0.000021	0.000616	0.000136
0.496292	1.000734	-0.000020	0.000617	0.000136
0.501364	1.000736	-0.000019	0.000618	0.000137
0.507978	1.000740	-0.000018	0.000619	0.000138
0.517526	1.000744	-0.000016	0.000621	0.000139
0.523905	1.000747	-0.000015	0.000622	0.000140
0.528312	1.000750	-0.000014	0.000623	0.000141
0.533667	1.000752	-0.000013	0.000624	0.000142
0.537616	1.000754	-0.000012	0.000624	0.000142
0.544221	1.000758	-0.000011	0.000626	0.000143
0.553840	1.000763	-0.000009	0.000627	0.000145
0.563516	1.000768	-0.000008	0.000629	0.000146
0.569534	1.000771	-0.000006	0.000631	0.000147
0.576646	1.000775	-0.000005	0.000632	0.000148
0.581488	1.000778	-0.000004	0.000633	0.000149
0.588142	1.000782	-0.000003	0.000635	0.000150
0.599984	1.000788	-0.000001	0.000637	0.000152
0.614958	1.000797	0.000002	0.000641	0.000155
0.623736	1.000803	0.000004	0.000643	0.000156
0.629254	1.000806	0.000005	0.000644	0.000157
0.638311	1.000812	0.000007	0.000647	0.000159
0.643013	1.000815	0.000008	0.000648	0.000160
0.658748	1.000826	0.000011	0.000652	0.000163
0.666692	1.000831	0.000013	0.000654	0.000164
0.673654	1.000836	0.000014	0.000656	0.000165
0.695456	1.000851	0.000019	0.000663	0.000170
0.703046	1.000857	0.000020	0.000665	0.000171
